cycle,kind,id,name,port,arrivals,departures,occupancy,request_cycles,grant_cycles,allocator_loss_cycles,contention_cycles,credit_stall_cycles,queue_wait_samples,queue_wait_cycles,residence_samples,residence_cycles,avg_queue_wait,avg_residence
0,router,0,L1_00,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,router,16,L2_00,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,shim,96,SHIM_00_00,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,router,32,L3_00_00,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,shim,97,SHIM_00_01,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,router,33,L3_00_01,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,shim,98,SHIM_00_02,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,router,34,L3_00_02,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,shim,99,SHIM_00_03,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,router,35,L3_00_03,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,router,1,L1_01,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,router,17,L2_01,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,shim,100,SHIM_01_00,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,router,36,L3_01_00,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,shim,101,SHIM_01_01,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,router,37,L3_01_01,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,shim,102,SHIM_01_02,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,router,38,L3_01_02,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,shim,103,SHIM_01_03,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,router,39,L3_01_03,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,router,2,L1_02,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,router,18,L2_02,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,shim,104,SHIM_02_00,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,router,40,L3_02_00,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,shim,105,SHIM_02_01,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,router,41,L3_02_01,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,shim,106,SHIM_02_02,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,router,42,L3_02_02,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,shim,107,SHIM_02_03,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,router,43,L3_02_03,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,router,3,L1_03,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,router,19,L2_03,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,shim,108,SHIM_03_00,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,router,44,L3_03_00,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,shim,109,SHIM_03_01,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,router,45,L3_03_01,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,shim,110,SHIM_03_02,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,router,46,L3_03_02,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,shim,111,SHIM_03_03,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
